,player_name,Month,total_wins,total_matches,aces,aces_allowed,breakpoints_won,total_breakpoints,double_faults,first_serve_points_won,first_serve_successful,second_serve_points_won,second_serve_successful,breakpoints_allowed,breakpoints_saved,first_serve_return_points_won,first_serve_return_points_total,second_serve_return_points_won,second_serve_return_points_total,points_won,points_lost,points_spread,games_won,games_lost,games_spread,sets_won,sets_lost,sets_spread,tiebreaks_won,tiebreaks_lost,FS Win %,SS Win %,BP Conv %,Tiebreak Win %,BP Save %,FS Return Win %,SS Return Win %,Ace Rank,DF Rank,Total Win Rank,Point Spread Rank,FS Win Rank,SS Win Rank,BP Rank,Mean Ranks,Mean Ranks Ranked,last_refreshed
2088,"Siniakova, Katerina",May 2025,0,3,3,0,14,33,20,91,150,35,89,44,23,113,198,31,31,251,274,-23,32,45,-13,3,6,-3,0,0,0.6066666666666667,0.39325842696629215,0.42424242424242425,,0.5227272727272727,0.5707070707070707,1.0,1668.0,2162.0,2141.0,2150.0,1457.0,2351.0,1517.5,1920.9285714285713,2481.0,2026-01-28
2089,"Siniakova, Katerina",October 2025,5,6,16,0,24,44,26,159,226,55,98,38,24,136,225,53,53,405,353,52,72,50,22,11,2,9,0,0,0.7035398230088495,0.5612244897959183,0.5454545454545454,,0.631578947368421,0.6044444444444445,1.0,482.0,2377.0,193.5,173.0,233.0,712.0,566.0,676.6428571428571,110.0,2026-01-28
2090,"Siniakova, Katerina",September 2025,4,7,10,0,31,56,38,217,335,61,115,57,35,160,274,66,66,509,454,55,78,62,16,9,6,3,1,1,0.6477611940298508,0.5304347826086957,0.5535714285714286,0.5,0.6140350877192983,0.583941605839416,1.0,823.0,2554.5,326.0,156.0,850.0,1106.0,532.5,906.8571428571429,452.0,2026-01-28
2091,"Siskova, Anna",August 2025,0,1,2,0,1,3,0,16,30,8,23,6,1,18,24,7,7,40,60,-20,4,12,-8,0,2,-2,0,0,0.5333333333333333,0.34782608695652173,0.3333333333333333,,0.16666666666666666,0.75,1.0,1882.0,24.5,2141.0,2018.0,2198.5,2480.0,2116.0,1837.142857142857,2368.0,2026-01-28
2092,"Siskova, Anna",July 2025,4,5,2,0,32,66,3,202,375,42,69,60,32,167,317,51,51,467,440,27,74,61,13,9,5,4,1,0,0.5386666666666666,0.6086956521739131,0.48484848484848486,1.0,0.5333333333333333,0.526813880126183,1.0,1882.0,434.0,326.0,413.5,2153.0,281.0,1011.0,928.6428571428571,502.0,2026-01-28
2093,"Skoch, Miriam",July 2025,0,1,2,0,2,2,6,27,45,9,25,14,9,24,31,8,8,55,74,-19,6,12,-6,0,2,-2,0,0,0.6,0.36,1.0,,0.6428571428571429,0.7741935483870968,1.0,1882.0,943.0,2141.0,1957.0,1553.0,2451.5,32.0,1565.642857142857,1860.0,2026-01-28
2094,Skupski N / Nicholls O,January 2026,2,2,3,0,3,6,4,58,63,26,43,9,7,63,73,14,14,127,112,15,17,13,4,4,2,2,0,0,0.9206349206349206,0.6046511627906976,0.5,,0.7777777777777778,0.863013698630137,1.0,1668.0,617.0,873.5,621.0,3.0,304.0,863.5,707.1428571428571,144.0,2026-01-28
2095,Smith J / Hunter S,January 2026,1,2,3,0,3,13,2,46,71,15,25,16,11,48,80,11,11,102,102,0,14,19,-5,2,3,-1,0,0,0.647887323943662,0.6,0.23076923076923078,,0.6875,0.6,1.0,1668.0,256.5,1358.5,1008.5,846.5,341.0,2397.0,1125.142857142857,932.0,2026-01-28
2096,"Smith, Alana",July 2025,1,2,5,0,5,17,7,50,76,27,54,17,9,58,81,19,19,135,148,-13,18,25,-7,2,3,-1,0,0,0.6578947368421053,0.5,0.29411764705882354,,0.5294117647058824,0.7160493827160493,1.0,1343.0,1090.5,1358.5,1601.5,710.0,1509.0,2255.0,1409.642857142857,1517.0,2026-01-28
2097,"Smith, Alana",March 2025,0,1,3,0,4,12,7,14,32,10,18,12,5,24,48,9,9,61,76,-15,6,12,-6,0,2,-2,0,0,0.4375,0.5555555555555556,0.3333333333333333,,0.4166666666666667,0.5,1.0,1668.0,1090.5,2141.0,1710.5,2532.0,796.5,2116.0,1722.0714285714287,2176.5,2026-01-28
2098,"Smith, Alana",September 2025,1,2,5,0,7,20,5,85,128,31,62,15,7,90,133,15,15,189,193,-4,29,30,-1,3,3,0,0,0,0.6640625,0.5,0.35,,0.4666666666666667,0.6766917293233082,1.0,1343.0,788.5,1358.5,1177.0,623.0,1509.0,2031.5,1261.5,1198.0,2026-01-28
2099,"Smith, Tina Nadine",April 2025,1,2,1,0,7,17,5,61,95,12,20,16,10,61,113,4,4,131,113,18,20,17,3,2,2,0,0,0,0.6421052631578947,0.6,0.4117647058823529,,0.625,0.5398230088495575,1.0,2138.5,788.5,1358.5,565.0,929.0,341.0,1609.0,1104.2142857142858,881.0,2026-01-28
2100,"Smith, Tina Nadine",January 2025,0,1,0,0,2,5,1,17,43,7,18,13,7,27,41,4,4,43,73,-30,4,12,-8,0,2,-2,0,0,0.3953488372093023,0.3888888888888889,0.4,,0.5384615384615384,0.6585365853658537,1.0,2455.0,110.0,2141.0,2387.0,2580.5,2365.5,1726.0,1966.4285714285713,2532.0,2026-01-28
2101,"Smith, Tina Nadine",January 2026,1,2,4,0,9,18,4,38,73,36,56,17,9,51,84,29,29,149,137,12,22,18,4,2,0,2,2,0,0.5205479452054794,0.6428571428571429,0.5,1.0,0.5294117647058824,0.6071428571428571,1.0,1491.0,617.0,1358.5,677.0,2268.5,143.5,863.5,1059.857142857143,771.0,2026-01-28
2102,"Smith, Tina Nadine",July 2025,0,1,2,0,4,9,4,40,70,12,31,18,12,37,61,13,13,88,98,-10,10,14,-4,0,2,-2,0,0,0.5714285714285714,0.3870967741935484,0.4444444444444444,,0.6666666666666666,0.6065573770491803,1.0,1882.0,617.0,2141.0,1432.0,1869.0,2372.5,1325.0,1662.642857142857,2063.0,2026-01-28
2103,"Snigur, Daria",April 2025,0,1,0,0,9,15,2,48,94,16,12,18,9,47,85,12,12,113,115,-2,17,18,-1,1,2,-1,0,1,0.5106382978723404,1.3333333333333333,0.6,0.0,0.5,0.5529411764705883,1.0,2455.0,256.5,2141.0,1092.0,2322.5,2.0,348.5,1231.0714285714287,1132.0,2026-01-28
2104,"Snigur, Daria",August 2025,0,1,0,0,2,8,1,41,73,4,10,9,4,45,64,12,12,78,98,-20,9,16,-7,1,2,-1,0,0,0.5616438356164384,0.4,0.25,,0.4444444444444444,0.703125,1.0,2455.0,110.0,2141.0,2018.0,1972.5,2324.5,2357.5,1911.2142857142858,2470.5,2026-01-28
2105,"Snigur, Daria",February 2025,2,3,2,0,16,33,10,113,178,19,32,26,16,85,152,37,37,242,201,41,40,27,13,5,2,3,1,0,0.6348314606741573,0.59375,0.48484848484848486,1.0,0.6153846153846154,0.5592105263157895,1.0,1882.0,1435.5,873.5,244.5,1033.5,384.5,1011.0,980.6428571428571,598.0,2026-01-28
2106,"Snigur, Daria",January 2025,3,4,0,0,18,34,13,137,232,16,34,36,22,100,175,35,35,280,263,17,45,37,8,4,3,1,0,1,0.5905172413793104,0.47058823529411764,0.5294117647058824,0.0,0.6111111111111112,0.5714285714285714,1.0,2455.0,1700.0,545.0,586.5,1671.0,1856.5,656.0,1352.857142857143,1406.0,2026-01-28
2107,"Snigur, Daria",January 2026,2,3,0,0,18,34,6,96,175,12,25,28,14,63,128,30,30,213,184,29,34,27,7,3,3,0,0,0,0.5485714285714286,0.48,0.5294117647058824,,0.5,0.4921875,1.0,2455.0,943.0,873.5,385.0,2066.0,1750.0,656.0,1304.0714285714287,1295.0,2026-01-28
2108,"Snigur, Daria",June 2025,1,2,2,0,11,20,1,61,102,11,30,17,7,43,75,23,23,140,126,14,24,22,2,3,2,1,1,0,0.5980392156862745,0.36666666666666664,0.55,1.0,0.4117647058823529,0.5733333333333334,1.0,1882.0,110.0,1358.5,639.5,1580.0,2433.0,542.5,1220.7857142857142,1111.0,2026-01-28
2109,"Snigur, Daria",March 2025,0,1,0,0,6,15,6,45,85,6,12,20,12,33,64,14,14,99,104,-5,11,16,-5,1,2,-1,0,0,0.5294117647058824,0.5,0.4,,0.6,0.515625,1.0,2455.0,943.0,2141.0,1219.5,2223.0,1509.0,1726.0,1745.2142857142858,2219.0,2026-01-28
2110,"Snigur, Daria",May 2025,1,2,3,0,6,12,4,40,65,8,17,6,0,37,63,14,14,97,90,7,16,15,1,2,2,0,0,0,0.6153846153846154,0.47058823529411764,0.5,,0.0,0.5873015873015873,1.0,1668.0,617.0,1358.5,800.5,1320.0,1856.5,863.5,1212.0,1093.0,2026-01-28
2111,"Sobolieva, Anastasiia",August 2025,0,1,0,0,5,8,2,27,56,3,9,10,3,31,43,19,19,64,79,-15,10,14,-4,0,2,-2,0,0,0.48214285714285715,0.3333333333333333,0.625,,0.3,0.7209302325581395,1.0,2455.0,256.5,2141.0,1710.5,2441.0,2506.0,263.5,1681.9285714285713,2099.0,2026-01-28
2112,"Sobolieva, Anastasiia",January 2025,0,1,1,0,2,6,1,20,37,4,11,5,0,24,37,4,4,42,58,-16,6,12,-6,0,2,-2,0,0,0.5405405405405406,0.36363636363636365,0.3333333333333333,,0.0,0.6486486486486487,1.0,2138.5,110.0,2141.0,1771.0,2140.5,2441.0,2116.0,1836.857142857143,2365.0,2026-01-28
2113,"Sobolieva, Anastasiia",May 2025,3,4,2,0,21,30,13,100,166,39,81,34,20,93,173,35,35,270,240,30,44,31,13,6,3,3,0,1,0.6024096385542169,0.48148148148148145,0.7,0.0,0.5882352941176471,0.5375722543352601,1.0,1882.0,1700.0,545.0,373.5,1512.0,1734.0,144.5,1127.2857142857142,941.0,2026-01-28
2114,"Sonmez, Zeynep",April 2025,2,3,0,0,12,20,11,63,105,30,59,20,9,61,105,21,21,168,169,-1,27,25,2,4,2,2,1,0,0.6,0.5084745762711864,0.6,1.0,0.45,0.580952380952381,1.0,2455.0,1523.0,873.5,1049.0,1553.0,1396.0,348.5,1314.0,1321.0,2026-01-28
2115,"Sonmez, Zeynep",August 2025,1,3,2,0,11,32,14,101,154,51,98,29,15,106,164,30,30,251,255,-4,39,41,-2,4,4,0,1,0,0.6558441558441559,0.5204081632653061,0.34375,1.0,0.5172413793103449,0.6463414634146342,1.0,1882.0,1784.5,1358.5,1177.0,735.0,1244.5,2046.5,1461.142857142857,1622.0,2026-01-28
2116,"Sonmez, Zeynep",February 2025,2,4,1,0,12,33,15,82,126,40,89,25,11,85,141,32,32,219,234,-15,31,35,-4,2,4,-2,0,0,0.6507936507936508,0.449438202247191,0.36363636363636365,,0.44,0.6028368794326241,1.0,2138.5,1858.5,873.5,1710.5,803.0,2056.0,1959.0,1628.4285714285713,1994.0,2026-01-28
2117,"Sonmez, Zeynep",January 2025,2,5,6,0,24,45,17,122,201,57,106,46,27,122,206,53,53,331,320,11,52,49,3,5,6,-1,0,1,0.6069651741293532,0.5377358490566038,0.5333333333333333,0.0,0.5869565217391305,0.5922330097087378,1.0,1211.5,2003.0,873.5,698.5,1453.0,1016.0,636.5,1127.4285714285713,942.0,2026-01-28
2118,"Sonmez, Zeynep",January 2026,6,8,17,0,41,82,18,231,367,98,171,58,28,239,393,82,82,627,573,54,104,80,24,14,6,8,2,0,0.6294277929155313,0.5730994152046783,0.5,1.0,0.4827586206896552,0.6081424936386769,1.0,442.0,2058.0,109.0,162.5,1114.0,588.0,863.5,762.4285714285714,219.0,2026-01-28
2119,"Sonmez, Zeynep",July 2025,2,3,0,0,13,26,12,88,129,37,76,25,14,83,137,24,24,221,222,-1,36,32,4,4,2,2,1,1,0.6821705426356589,0.4868421052631579,0.5,0.5,0.56,0.6058394160583942,1.0,2455.0,1610.0,873.5,1049.0,424.0,1675.5,863.5,1278.642857142857,1237.0,2026-01-28
2120,"Sonmez, Zeynep",June 2025,1,3,0,0,7,15,8,45,83,31,60,23,12,60,92,21,21,135,169,-34,19,28,-9,2,4,-2,0,0,0.5421686746987951,0.5166666666666667,0.4666666666666667,,0.5217391304347826,0.6521739130434783,1.0,2455.0,1217.0,1358.5,2453.5,2127.0,1300.0,1152.5,1723.357142857143,2179.0,2026-01-28
2121,"Sonmez, Zeynep",March 2025,1,3,0,0,10,18,9,62,106,35,60,16,6,76,119,26,26,166,173,-7,28,29,-1,3,4,-1,0,0,0.5849056603773585,0.5833333333333334,0.5555555555555556,,0.375,0.6386554621848739,1.0,2455.0,1329.0,1358.5,1302.5,1730.0,473.5,518.5,1309.5714285714287,1316.0,2026-01-28
2122,"Sonmez, Zeynep",May 2025,1,4,0,0,16,27,11,94,176,46,87,40,19,87,150,34,34,250,265,-15,36,42,-6,3,6,-3,0,0,0.5340909090909091,0.5287356321839081,0.5925925925925926,,0.475,0.58,1.0,2455.0,1523.0,1358.5,1710.5,2187.5,1122.5,388.0,1535.0,1788.0,2026-01-28
2123,"Sonmez, Zeynep",October 2025,4,8,7,0,38,77,29,218,358,94,172,70,38,221,368,104,104,586,554,32,95,86,9,10,9,1,0,1,0.6089385474860335,0.5465116279069767,0.4935064935064935,0.0,0.5428571428571428,0.6005434782608695,1.0,1097.5,2440.5,326.0,344.5,1417.0,899.5,968.0,1070.4285714285713,794.0,2026-01-28
2124,"Sonmez, Zeynep",September 2025,2,4,3,0,16,25,14,83,139,60,96,34,19,82,133,28,28,249,250,-1,40,40,0,4,5,-1,0,0,0.5971223021582733,0.625,0.64,,0.5588235294117647,0.6165413533834586,1.0,1668.0,1784.5,873.5,1049.0,1593.0,204.5,238.0,1058.642857142857,765.5,2026-01-28
2125,"Sonobe, Wakana",February 2025,3,4,9,0,16,31,13,89,130,43,72,16,7,93,151,39,39,242,206,36,42,29,13,6,2,4,0,0,0.6846153846153846,0.5972222222222222,0.5161290322580645,,0.4375,0.6158940397350994,1.0,909.5,1700.0,545.0,289.5,392.0,366.0,722.0,703.4285714285714,137.5,2026-01-28
2126,"Sonobe, Wakana",March 2025,0,1,0,0,1,4,2,12,22,7,17,6,1,27,38,8,8,41,58,-17,4,12,-8,0,2,-2,0,0,0.5454545454545454,0.4117647058823529,0.25,,0.16666666666666666,0.7105263157894737,1.0,2455.0,256.5,2141.0,1835.5,2094.5,2276.5,2357.5,1916.642857142857,2474.0,2026-01-28
2127,"Sonobe, Wakana",October 2025,1,3,9,0,6,21,12,115,194,37,66,33,24,104,160,10,10,226,253,-27,29,35,-6,3,4,-1,0,1,0.5927835051546392,0.5606060606060606,0.2857142857142857,0.0,0.7272727272727273,0.65,1.0,909.5,1610.0,1358.5,2296.0,1643.0,720.5,2276.5,1544.857142857143,1804.0,2026-01-28
2128,"Sorribes Tormo, Sara",February 2025,2,3,2,0,12,21,1,76,124,21,48,19,9,59,112,19,19,174,152,22,29,24,5,4,2,2,0,0,0.6129032258064516,0.4375,0.5714285714285714,,0.47368421052631576,0.5267857142857143,1.0,1882.0,110.0,873.5,493.0,1356.5,2144.0,451.5,1044.357142857143,735.0,2026-01-28
2129,"Sorribes Tormo, Sara",January 2025,4,6,4,0,28,55,19,195,327,58,114,60,32,176,283,86,86,464,464,0,72,71,1,9,6,3,1,0,0.5963302752293578,0.5087719298245614,0.509090909090909,1.0,0.5333333333333333,0.6219081272084805,1.0,1491.0,2111.5,326.0,1008.5,1602.5,1392.5,751.5,1240.5,1150.5,2026-01-28
2130,"Sorribes Tormo, Sara",March 2025,2,5,1,0,20,37,14,136,246,40,73,37,18,130,221,46,46,320,337,-17,50,52,-2,4,7,-3,0,2,0.5528455284552846,0.547945205479452,0.5405405405405406,0.0,0.4864864864864865,0.5882352941176471,1.0,2138.5,1784.5,873.5,1835.5,2037.0,880.5,593.5,1449.0,1596.0,2026-01-28
2131,"Sousa Salazar, Natalia",September 2025,0,1,0,0,0,5,4,15,32,10,17,10,6,24,29,5,5,38,65,-27,3,12,-9,0,2,-2,0,0,0.46875,0.5882352941176471,0.0,,0.6,0.8275862068965517,1.0,2455.0,617.0,2141.0,2296.0,2476.0,433.5,2556.5,1853.5714285714287,2390.0,2026-01-28
2132,"Spiteri, Dalila",April 2025,0,1,0,0,1,7,1,28,42,9,18,3,0,35,50,3,3,58,71,-13,9,13,-4,0,2,-2,0,0,0.6666666666666666,0.5,0.14285714285714285,,0.0,0.7,1.0,2455.0,110.0,2141.0,1601.5,589.0,1509.0,2488.0,1556.2142857142858,1833.0,2026-01-28
2133,"Sramkova, Rebecca",April 2025,0,1,1,0,2,8,1,17,35,10,22,9,4,35,48,7,7,54,73,-19,5,12,-7,0,2,-2,0,0,0.4857142857142857,0.45454545454545453,0.25,,0.4444444444444444,0.7291666666666666,1.0,2138.5,110.0,2141.0,1957.0,2423.0,2009.5,2357.5,1876.642857142857,2422.0,2026-01-28
2134,"Sramkova, Rebecca",August 2025,3,6,28,0,21,59,23,188,313,63,126,56,31,188,338,56,56,454,453,1,65,72,-7,7,8,-1,1,1,0.6006389776357828,0.5,0.3559322033898305,0.5,0.5535714285714286,0.5562130177514792,1.0,174.5,2276.0,545.0,981.0,1538.0,1509.0,1999.0,1288.9285714285713,1258.0,2026-01-28
2135,"Sramkova, Rebecca",February 2025,4,8,34,0,30,67,22,224,353,86,188,54,23,234,349,107,107,557,582,-25,86,90,-4,10,9,1,1,2,0.6345609065155807,0.4574468085106383,0.44776119402985076,0.3333333333333333,0.42592592592592593,0.670487106017192,1.0,110.5,2238.0,326.0,2231.0,1040.5,1981.0,1286.5,1316.2142857142858,1325.0,2026-01-28
2136,"Sramkova, Rebecca",January 2025,2,5,6,0,16,37,16,119,196,66,117,35,16,140,226,38,38,328,352,-24,49,58,-9,4,7,-3,0,1,0.6071428571428571,0.5641025641025641,0.43243243243243246,0.0,0.45714285714285713,0.6194690265486725,1.0,1211.5,1933.0,873.5,2193.0,1448.0,681.0,1428.0,1395.4285714285713,1486.0,2026-01-28
2137,"Sramkova, Rebecca",January 2026,3,6,35,0,30,62,20,151,251,57,111,46,20,144,257,62,62,409,393,16,66,60,6,7,7,0,0,0,0.601593625498008,0.5135135135135135,0.4838709677419355,,0.43478260869565216,0.5603112840466926,1.0,102.5,2162.0,545.0,605.0,1528.0,1342.0,1018.0,1043.2142857142858,729.0,2026-01-28
2138,"Sramkova, Rebecca",July 2025,1,3,10,0,11,25,13,81,149,45,71,32,17,100,162,28,28,226,245,-19,31,39,-8,2,5,-3,0,1,0.5436241610738255,0.6338028169014085,0.44,0.0,0.53125,0.6172839506172839,1.0,823.0,1700.0,1358.5,1957.0,2108.0,170.0,1368.0,1354.9285714285713,1412.0,2026-01-28
2139,"Sramkova, Rebecca",June 2025,5,9,23,0,27,54,28,285,436,107,204,65,35,282,460,52,52,652,669,-17,102,105,-3,10,11,-1,2,1,0.6536697247706422,0.5245098039215687,0.5,0.6666666666666666,0.5384615384615384,0.6130434782608696,1.0,254.5,2422.5,193.5,1835.5,766.0,1173.0,863.5,1072.642857142857,800.0,2026-01-28
2140,"Sramkova, Rebecca",March 2025,1,3,12,0,13,34,6,95,159,46,78,28,17,100,162,35,35,249,250,-1,38,36,2,3,5,-2,0,1,0.5974842767295597,0.5897435897435898,0.38235294117647056,0.0,0.6071428571428571,0.6172839506172839,1.0,692.5,943.0,1358.5,1049.0,1586.0,420.5,1858.5,1129.7142857142858,948.0,2026-01-28
2141,"Sramkova, Rebecca",May 2025,2,5,14,0,18,40,11,132,208,59,122,43,27,121,196,51,51,337,329,8,50,47,3,5,6,-1,0,0,0.6346153846153846,0.48360655737704916,0.45,,0.627906976744186,0.6173469387755102,1.0,563.0,1523.0,873.5,769.5,1038.0,1705.5,1275.0,1106.7857142857142,886.0,2026-01-28
2142,"Sramkova, Rebecca",October 2025,4,7,29,0,23,54,26,228,349,84,155,60,37,214,344,50,50,519,513,6,79,79,0,9,7,2,0,1,0.6532951289398281,0.5419354838709678,0.42592592592592593,0.0,0.6166666666666667,0.622093023255814,1.0,160.5,2377.0,326.0,828.5,772.0,958.5,1508.5,990.1428571428571,618.0,2026-01-28
2143,"Sramkova, Rebecca",September 2025,0,1,3,0,0,5,3,24,41,3,8,7,3,29,40,3,3,44,61,-17,4,12,-8,0,2,-2,0,0,0.5853658536585366,0.375,0.0,,0.42857142857142855,0.725,1.0,1668.0,434.0,2141.0,1835.5,1727.0,2409.0,2556.5,1824.4285714285713,2343.0,2026-01-28
2144,"Stakusic, Marina",April 2025,0,1,2,0,3,4,3,15,34,8,19,11,5,23,33,10,10,45,62,-17,5,12,-7,0,2,-2,0,0,0.4411764705882353,0.42105263157894735,0.75,,0.45454545454545453,0.696969696969697,1.0,1882.0,434.0,2141.0,1835.5,2526.0,2235.5,111.0,1595.0,1922.0,2026-01-28
2145,"Stakusic, Marina",August 2025,0,1,1,0,0,1,6,17,28,8,14,4,0,25,32,2,2,38,56,-18,5,12,-7,0,2,-2,0,0,0.6071428571428571,0.5714285714285714,0.0,,0.0,0.78125,1.0,2138.5,943.0,2141.0,1897.0,1448.0,611.0,2556.5,1676.4285714285713,2093.0,2026-01-28
2146,"Stakusic, Marina",February 2025,3,5,1,0,20,31,16,113,186,52,99,38,19,97,174,47,47,300,286,14,48,44,4,6,3,3,1,0,0.6075268817204301,0.5252525252525253,0.6451612903225806,1.0,0.5,0.5574712643678161,1.0,2138.5,1933.0,545.0,639.5,1443.0,1162.5,230.0,1155.9285714285713,1003.0,2026-01-28
2147,"Stakusic, Marina",January 2025,0,1,0,0,3,8,4,24,37,13,36,12,6,31,43,8,8,62,77,-15,7,13,-6,0,2,-2,0,1,0.6486486486486487,0.3611111111111111,0.375,0.0,0.5,0.7209302325581395,1.0,2455.0,617.0,2141.0,1710.5,837.5,2449.0,1897.0,1729.5714285714287,2195.0,2026-01-28
2148,"Stakusic, Marina",January 2026,3,4,8,0,20,33,10,97,146,42,73,16,6,89,168,43,43,269,216,53,50,28,22,6,0,6,0,0,0.6643835616438356,0.5753424657534246,0.6060606060606061,,0.375,0.5297619047619048,1.0,1001.0,1435.5,545.0,167.5,618.0,562.0,316.0,663.5714285714286,90.0,2026-01-28
2149,"Stakusic, Marina",July 2025,0,1,2,0,4,9,5,17,37,16,27,8,2,33,50,13,13,67,80,-13,10,14,-4,1,2,-1,0,0,0.4594594594594595,0.5925925925925926,0.4444444444444444,,0.25,0.66,1.0,1882.0,788.5,2141.0,1601.5,2500.0,392.5,1325.0,1518.642857142857,1754.0,2026-01-28
2150,"Stakusic, Marina",March 2025,0,2,4,0,5,16,4,62,102,21,46,19,9,74,108,26,26,148,167,-19,19,29,-10,1,4,-3,0,0,0.6078431372549019,0.45652173913043476,0.3125,,0.47368421052631576,0.6851851851851852,1.0,1491.0,617.0,2141.0,1957.0,1439.0,1987.5,2211.0,1691.9285714285713,2118.0,2026-01-28
2151,"Stakusic, Marina",May 2025,1,3,4,0,16,37,12,49,102,20,49,32,12,73,137,23,23,173,192,-19,23,32,-9,2,4,-2,0,0,0.4803921568627451,0.40816326530612246,0.43243243243243246,,0.375,0.5328467153284672,1.0,1491.0,1610.0,1358.5,1957.0,2443.0,2295.5,1428.0,1797.5714285714287,2299.0,2026-01-28
2152,"Stakusic, Marina",September 2025,4,5,14,0,26,55,42,110,161,95,203,40,15,152,216,82,82,402,398,4,70,65,5,8,5,3,1,1,0.6832298136645962,0.46798029556650245,0.4727272727272727,0.5,0.375,0.7037037037037037,1.0,563.0,2592.0,326.0,884.5,406.0,1880.0,1104.5,1108.0,891.5,2026-01-28
2153,"Starodubtseva, Yuliia",April 2025,5,7,3,0,23,65,19,182,286,68,124,43,25,203,327,62,62,467,461,6,73,64,9,10,7,3,2,1,0.6363636363636364,0.5483870967741935,0.35384615384615387,0.6666666666666666,0.5813953488372093,0.6207951070336392,1.0,1668.0,2111.5,193.5,828.5,1014.5,873.5,2011.0,1242.9285714285713,1157.0,2026-01-28
2154,"Starodubtseva, Yuliia",August 2025,0,4,2,0,12,22,9,85,183,54,93,45,23,118,186,28,28,245,299,-54,30,51,-21,1,8,-7,0,0,0.4644808743169399,0.5806451612903226,0.5454545454545454,,0.5111111111111111,0.6344086021505376,1.0,1882.0,1329.0,2141.0,2610.0,2488.0,506.5,566.0,1646.0714285714287,2036.5,2026-01-28
2155,"Starodubtseva, Yuliia",February 2025,1,5,6,0,15,30,9,96,180,59,115,49,27,124,198,30,30,285,327,-42,37,55,-18,3,6,-3,0,0,0.5333333333333333,0.5130434782608696,0.5,,0.5510204081632653,0.6262626262626263,1.0,1211.5,1329.0,1358.5,2544.0,2198.5,1351.5,863.5,1550.9285714285713,1819.0,2026-01-28
2156,"Starodubtseva, Yuliia",January 2025,0,2,9,0,5,16,8,52,83,33,65,19,10,72,103,30,30,152,169,-17,18,27,-9,1,4,-3,0,0,0.6265060240963856,0.5076923076923077,0.3125,,0.5263157894736842,0.6990291262135923,1.0,909.5,1217.0,2141.0,1835.5,1168.0,1402.5,2211.0,1554.9285714285713,1829.0,2026-01-28
2157,"Starodubtseva, Yuliia",January 2026,5,7,12,0,31,79,13,201,297,70,131,40,22,172,290,91,91,498,413,85,83,56,27,11,5,6,1,1,0.6767676767676768,0.5343511450381679,0.3924050632911392,0.5,0.55,0.593103448275862,1.0,692.5,1700.0,193.5,52.5,475.0,1051.0,1795.0,851.3571428571429,355.0,2026-01-28
2158,"Starodubtseva, Yuliia",July 2025,5,7,9,0,29,62,22,188,272,69,141,39,18,164,280,70,70,458,409,49,77,62,15,10,6,4,0,1,0.6911764705882353,0.48936170212765956,0.46774193548387094,0.0,0.46153846153846156,0.5857142857142857,1.0,909.5,2238.0,193.5,193.5,335.0,1651.5,1143.5,952.0714285714286,549.0,2026-01-28
2159,"Starodubtseva, Yuliia",June 2025,2,5,8,0,19,34,14,138,223,65,120,42,21,150,234,56,56,363,368,-5,56,60,-4,5,7,-2,1,1,0.6188340807174888,0.5416666666666666,0.5588235294117647,0.5,0.5,0.6410256410256411,1.0,1001.0,1784.5,873.5,1219.5,1274.0,964.5,500.0,1088.142857142857,836.0,2026-01-28
2160,"Starodubtseva, Yuliia",March 2025,2,4,1,0,19,35,10,129,198,48,97,29,15,122,210,41,41,323,312,11,53,45,8,5,5,0,0,1,0.6515151515151515,0.4948453608247423,0.5428571428571428,0.0,0.5172413793103449,0.580952380952381,1.0,2138.5,1435.5,873.5,698.5,793.0,1592.0,581.5,1158.9285714285713,1010.0,2026-01-28
2161,"Starodubtseva, Yuliia",May 2025,4,7,4,0,30,55,23,197,349,82,148,64,33,193,342,54,54,495,517,-22,76,77,-1,9,8,1,2,0,0.5644699140401146,0.5540540540540541,0.5454545454545454,1.0,0.515625,0.564327485380117,1.0,1491.0,2276.0,326.0,2106.5,1940.0,813.0,566.0,1359.7857142857142,1422.0,2026-01-28
2162,"Starodubtseva, Yuliia",October 2025,3,7,8,0,27,55,16,201,339,96,177,62,38,186,307,75,75,514,506,8,78,74,4,7,8,-1,1,2,0.5929203539823009,0.5423728813559322,0.4909090909090909,0.3333333333333333,0.6129032258064516,0.6058631921824105,1.0,1001.0,1933.0,545.0,769.5,1640.5,952.5,979.0,1117.2142857142858,911.0,2026-01-28
2163,"Starodubtseva, Yuliia",September 2025,0,1,1,0,3,8,2,19,37,13,29,8,3,34,48,6,6,60,81,-21,8,13,-5,0,2,-2,0,1,0.5135135135135135,0.4482758620689655,0.375,0.0,0.375,0.7083333333333334,1.0,2138.5,256.5,2141.0,2066.5,2305.0,2065.5,1897.0,1838.5714285714287,2376.0,2026-01-28
2164,"Stearns, Peyton",April 2025,3,5,11,0,23,61,18,148,255,40,83,46,24,137,232,62,62,365,357,8,55,53,2,6,6,0,0,0,0.5803921568627451,0.4819277108433735,0.3770491803278688,,0.5217391304347826,0.5905172413793104,1.0,753.5,2058.0,545.0,769.5,1773.0,1725.5,1877.0,1357.357142857143,1415.0,2026-01-28
